start_time,axis1,axis2,axis3,steps,lux
2012-04-17 22:10:00,0,0,0,0,0
2012-04-17 22:11:00,0,0,0,0,0
2012-04-17 22:12:00,0,0,0,0,0
2012-04-17 22:13:00,0,0,0,0,0
2012-04-17 22:14:00,0,0,0,0,0
2012-04-17 22:15:00,0,0,0,0,0
2012-04-17 22:16:00,0,0,0,0,0
2012-04-17 22:17:00,0,0,0,0,0
2012-04-17 22:18:00,0,0,0,0,0
2012-04-17 22:19:00,0,0,0,0,0
2012-04-17 22:20:00,0,0,0,0,0
2012-04-17 22:21:00,0,0,0,0,0
2012-04-17 22:22:00,0,0,0,0,0
2012-04-17 22:23:00,0,0,0,0,0
2012-04-17 22:24:00,28,441,552,3,28
2012-04-17 22:25:00,443,834,1526,5,443
2012-04-17 22:26:00,251,864,1527,6,251
2012-04-17 22:27:00,0,0,0,0,0
2012-04-17 22:28:00,560,737,51,2,560
2012-04-17 22:29:00,1116,2304,2511,16,1116
2012-04-17 22:30:00,120,456,649,1,120
2012-04-17 22:31:00,0,0,0,0,0
2012-04-17 22:32:00,0,0,0,0,0
2012-04-17 22:33:00,0,0,0,0,0
2012-04-17 22:34:00,0,0,0,0,0
2012-04-17 22:35:00,0,0,0,0,0
2012-04-17 22:36:00,0,0,0,0,0
2012-04-17 22:37:00,0,0,0,0,0
2012-04-17 22:38:00,0,0,0,0,0
2012-04-17 22:39:00,0,0,0,0,0
2012-04-17 22:40:00,0,0,0,0,0
2012-04-17 22:41:00,0,0,0,0,0
2012-04-17 22:42:00,0,0,0,0,0
2012-04-17 22:43:00,0,0,0,0,0
2012-04-17 22:44:00,0,0,0,0,0
2012-04-17 22:45:00,0,0,0,0,0
2012-04-17 22:46:00,0,0,0,0,0
2012-04-17 22:47:00,0,0,0,0,0
2012-04-17 22:48:00,0,0,0,0,0
2012-04-17 22:49:00,0,0,0,0,0
2012-04-17 22:50:00,751,1635,1074,7,751
2012-04-17 22:51:00,0,0,0,0,0
2012-04-17 22:52:00,0,0,0,0,0
2012-04-17 22:53:00,0,0,0,0,0
2012-04-17 22:54:00,0,0,0,0,0
2012-04-17 22:55:00,0,0,0,0,0
2012-04-17 22:56:00,0,0,0,0,0
2012-04-17 22:57:00,0,0,0,0,0
2012-04-17 22:58:00,0,0,0,0,0
2012-04-17 22:59:00,0,0,0,0,0
2012-04-17 23:00:00,0,0,0,0,0
2012-04-17 23:01:00,0,0,0,0,0
2012-04-17 23:02:00,0,0,0,0,0
2012-04-17 23:03:00,18,60,40,0,18
2012-04-17 23:04:00,1134,1885,1505,15,1134
2012-04-17 23:05:00,0,0,0,0,0
2012-04-17 23:06:00,0,5,8,0,0
2012-04-17 23:07:00,0,0,0,0,0
2012-04-17 23:08:00,0,0,0,0,0
2012-04-17 23:09:00,0,0,0,0,0
2012-04-17 23:10:00,0,0,0,0,0
2012-04-17 23:11:00,0,0,0,0,0
2012-04-17 23:12:00,0,0,0,0,0
2012-04-17 23:13:00,0,0,0,0,0
2012-04-17 23:14:00,0,0,0,0,0
2012-04-17 23:15:00,0,0,0,0,0
2012-04-17 23:16:00,0,0,0,0,0
2012-04-17 23:17:00,0,0,0,0,0
2012-04-17 23:18:00,0,0,0,0,0
2012-04-17 23:19:00,0,0,0,0,0
2012-04-17 23:20:00,0,0,0,0,0
2012-04-17 23:21:00,0,0,0,0,0
2012-04-17 23:22:00,0,0,0,0,0
2012-04-17 23:23:00,0,0,0,0,0
2012-04-17 23:24:00,0,0,0,0,0
2012-04-17 23:25:00,0,0,0,0,0
2012-04-17 23:26:00,0,0,0,0,0
2012-04-17 23:27:00,0,0,0,0,0
2012-04-17 23:28:00,0,0,0,0,0
2012-04-17 23:29:00,0,0,0,0,0
2012-04-17 23:30:00,0,0,0,0,0
2012-04-17 23:31:00,0,0,0,0,0
2012-04-17 23:32:00,0,0,0,0,0
2012-04-17 23:33:00,0,0,0,0,0
2012-04-17 23:34:00,0,0,0,0,0
2012-04-17 23:35:00,0,0,0,0,0
2012-04-17 23:36:00,0,0,0,0,0
2012-04-17 23:37:00,0,0,0,0,0
2012-04-17 23:38:00,0,0,0,0,0
2012-04-17 23:39:00,0,0,0,0,0
2012-04-17 23:40:00,0,0,0,0,0
2012-04-17 23:41:00,0,0,0,0,0
2012-04-17 23:42:00,6,222,56,0,6
2012-04-17 23:43:00,0,0,0,0,0
2012-04-17 23:44:00,1211,1911,1444,7,1211
2012-04-17 23:45:00,0,2,0,0,0
2012-04-17 23:46:00,0,0,0,0,0
2012-04-17 23:47:00,0,0,0,0,0
2012-04-17 23:48:00,471,651,1098,4,471
2012-04-17 23:49:00,0,0,0,0,0
2012-04-17 23:50:00,0,0,0,0,0
2012-04-17 23:51:00,0,0,0,0,0
2012-04-17 23:52:00,0,0,0,0,0
2012-04-17 23:53:00,0,0,0,0,0
2012-04-17 23:54:00,477,808,837,2,477
2012-04-17 23:55:00,873,1994,2426,8,873
2012-04-17 23:56:00,58,10,9,2,58
2012-04-17 23:57:00,735,2377,1313,8,735
2012-04-17 23:58:00,2696,3389,2506,12,2696
2012-04-17 23:59:00,247,471,274,2,247
2012-04-18 00:00:00,0,0,0,0,0
2012-04-18 00:01:00,0,0,0,0,0
2012-04-18 00:02:00,0,0,0,0,0
2012-04-18 00:03:00,0,0,0,0,0
2012-04-18 00:04:00,0,18,0,0,0
2012-04-18 00:05:00,0,0,0,0,0
2012-04-18 00:06:00,0,0,0,0,0
2012-04-18 00:07:00,0,0,0,0,0
2012-04-18 00:08:00,7,63,36,0,7
2012-04-18 00:09:00,927,1441,821,6,927
2012-04-18 00:10:00,0,0,0,0,0
2012-04-18 00:11:00,184,96,8,1,184
2012-04-18 00:12:00,0,0,0,0,0
2012-04-18 00:13:00,0,0,0,0,0
2012-04-18 00:14:00,0,0,0,0,0
2012-04-18 00:15:00,817,866,424,3,817
2012-04-18 00:16:00,331,395,222,1,331
2012-04-18 00:17:00,0,0,0,0,0
2012-04-18 00:18:00,0,0,0,0,0
2012-04-18 00:19:00,0,0,0,0,0
2012-04-18 00:20:00,0,0,0,0,0
2012-04-18 00:21:00,0,0,0,0,0
2012-04-18 00:22:00,478,195,256,1,478
2012-04-18 00:23:00,0,0,0,0,0
2012-04-18 00:24:00,0,0,0,0,0
2012-04-18 00:25:00,0,0,0,0,0
2012-04-18 00:26:00,0,0,0,0,0
2012-04-18 00:27:00,0,0,0,0,0
2012-04-18 00:28:00,0,0,0,0,0
2012-04-18 00:29:00,0,0,0,0,0
2012-04-18 00:30:00,0,0,0,0,0
2012-04-18 00:31:00,0,0,0,0,0
2012-04-18 00:32:00,0,0,0,0,0
2012-04-18 00:33:00,0,0,0,0,0
2012-04-18 00:34:00,0,0,0,0,0
2012-04-18 00:35:00,0,0,0,0,0
2012-04-18 00:36:00,0,0,0,0,0
2012-04-18 00:37:00,0,0,0,0,0
2012-04-18 00:38:00,0,0,0,0,0
2012-04-18 00:39:00,1360,1580,1904,8,1360
2012-04-18 00:40:00,0,0,0,0,0
2012-04-18 00:41:00,0,0,0,0,0
2012-04-18 00:42:00,273,803,1167,2,273
2012-04-18 00:43:00,0,0,0,0,0
2012-04-18 00:44:00,0,0,0,0,0
2012-04-18 00:45:00,0,0,0,0,0
2012-04-18 00:46:00,0,0,0,0,0
2012-04-18 00:47:00,0,0,0,0,0
2012-04-18 00:48:00,0,0,0,0,0
2012-04-18 00:49:00,7,77,0,0,7
2012-04-18 00:50:00,2592,3321,2603,12,2592
2012-04-18 00:51:00,0,0,0,0,0
2012-04-18 00:52:00,0,0,0,0,0
2012-04-18 00:53:00,0,0,0,0,0
2012-04-18 00:54:00,0,0,0,0,0
2012-04-18 00:55:00,0,0,0,0,0
2012-04-18 00:56:00,0,0,0,0,0
2012-04-18 00:57:00,0,0,0,0,0
2012-04-18 00:58:00,643,469,661,2,643
2012-04-18 00:59:00,0,0,0,0,0
2012-04-18 01:00:00,0,0,0,0,0
2012-04-18 01:01:00,0,0,0,0,0
2012-04-18 01:02:00,0,0,0,0,0
2012-04-18 01:03:00,0,0,0,0,0
2012-04-18 01:04:00,0,0,0,0,0
2012-04-18 01:05:00,383,968,642,5,383
2012-04-18 01:06:00,0,0,0,0,0
2012-04-18 01:07:00,0,0,0,0,0
2012-04-18 01:08:00,0,16,0,0,0
2012-04-18 01:09:00,53,358,187,1,53
2012-04-18 01:10:00,931,1362,1105,7,931
2012-04-18 01:11:00,0,0,0,0,0
2012-04-18 01:12:00,0,0,2,0,0
2012-04-18 01:13:00,0,0,0,0,0
2012-04-18 01:14:00,0,0,0,0,0
2012-04-18 01:15:00,0,0,0,0,0
2012-04-18 01:16:00,0,0,0,0,0
2012-04-18 01:17:00,0,0,0,0,0
2012-04-18 01:18:00,0,0,0,0,0
2012-04-18 01:19:00,0,0,0,0,0
2012-04-18 01:20:00,0,0,0,0,0
2012-04-18 01:21:00,0,0,0,0,0
2012-04-18 01:22:00,0,0,0,0,0
2012-04-18 01:23:00,0,0,0,0,0
2012-04-18 01:24:00,0,0,0,0,0
2012-04-18 01:25:00,118,258,288,1,118
2012-04-18 01:26:00,562,1295,945,5,562
2012-04-18 01:27:00,40,228,21,1,40
2012-04-18 01:28:00,5053,5268,3553,30,5053
2012-04-18 01:29:00,0,0,1,0,0
2012-04-18 01:30:00,0,0,0,0,0
2012-04-18 01:31:00,0,0,0,0,0
2012-04-18 01:32:00,0,0,0,0,0
2012-04-18 01:33:00,0,0,0,0,0
2012-04-18 01:34:00,0,0,0,0,0
2012-04-18 01:35:00,0,0,0,0,0
2012-04-18 01:36:00,0,0,0,0,0
2012-04-18 01:37:00,0,0,0,0,0
2012-04-18 01:38:00,0,0,0,0,0
2012-04-18 01:39:00,0,0,0,0,0
2012-04-18 01:40:00,0,0,0,0,0
2012-04-18 01:41:00,0,0,0,0,0
2012-04-18 01:42:00,0,0,0,0,0
2012-04-18 01:43:00,370,618,585,3,370
2012-04-18 01:44:00,0,0,0,0,0
2012-04-18 01:45:00,0,0,0,0,0
2012-04-18 01:46:00,0,0,0,0,0
2012-04-18 01:47:00,0,0,0,0,0
2012-04-18 01:48:00,268,243,352,1,268
2012-04-18 01:49:00,0,0,0,0,0
2012-04-18 01:50:00,0,0,0,0,0
2012-04-18 01:51:00,0,0,0,0,0
2012-04-18 01:52:00,0,0,28,0,0
2012-04-18 01:53:00,0,0,0,0,0
2012-04-18 01:54:00,0,0,0,0,0
2012-04-18 01:55:00,0,0,0,0,0
2012-04-18 01:56:00,0,0,0,0,0
2012-04-18 01:57:00,0,0,0,0,0
2012-04-18 01:58:00,0,0,0,0,0
2012-04-18 01:59:00,0,0,0,0,0
2012-04-18 02:00:00,0,0,0,0,0
2012-04-18 02:01:00,1435,1741,2037,10,1435
2012-04-18 02:02:00,72,355,625,1,72
2012-04-18 02:03:00,0,0,0,0,0
2012-04-18 02:04:00,0,0,0,0,0
2012-04-18 02:05:00,0,0,0,0,0
2012-04-18 02:06:00,0,0,0,0,0
2012-04-18 02:07:00,0,0,0,0,0
2012-04-18 02:08:00,0,0,0,0,0
2012-04-18 02:09:00,0,0,0,0,0
2012-04-18 02:10:00,0,0,0,0,0
2012-04-18 02:11:00,0,0,0,0,0
2012-04-18 02:12:00,0,0,0,0,0
2012-04-18 02:13:00,0,0,0,0,0
2012-04-18 02:14:00,0,0,0,0,0
2012-04-18 02:15:00,0,0,0,0,0
2012-04-18 02:16:00,0,0,0,0,0
2012-04-18 02:17:00,0,0,0,0,0
2012-04-18 02:18:00,0,0,0,0,0
2012-04-18 02:19:00,0,0,0,0,0
2012-04-18 02:20:00,0,0,0,0,0
2012-04-18 02:21:00,0,0,0,0,0
2012-04-18 02:22:00,0,0,0,0,0
2012-04-18 02:23:00,0,0,0,0,0
2012-04-18 02:24:00,0,0,0,0,0
2012-04-18 02:25:00,1287,3113,2520,10,1287
2012-04-18 02:26:00,29,80,82,1,29
2012-04-18 02:27:00,0,0,0,0,0
2012-04-18 02:28:00,121,274,137,1,121
2012-04-18 02:29:00,0,0,0,0,0
2012-04-18 02:30:00,0,0,0,0,0
2012-04-18 02:31:00,0,0,0,0,0
2012-04-18 02:32:00,0,0,0,0,0
2012-04-18 02:33:00,0,0,0,0,0
2012-04-18 02:34:00,0,0,0,0,0
2012-04-18 02:35:00,0,0,0,0,0
2012-04-18 02:36:00,0,0,0,0,0
2012-04-18 02:37:00,0,0,0,0,0
2012-04-18 02:38:00,0,0,0,0,0
2012-04-18 02:39:00,137,233,255,1,137
2012-04-18 02:40:00,0,0,0,0,0
2012-04-18 02:41:00,0,0,0,0,0
2012-04-18 02:42:00,628,458,655,1,628
2012-04-18 02:43:00,0,0,0,0,0
2012-04-18 02:44:00,942,915,546,5,942
2012-04-18 02:45:00,751,1278,1389,5,751
2012-04-18 02:46:00,0,0,0,0,0
2012-04-18 02:47:00,0,0,0,0,0
2012-04-18 02:48:00,0,0,0,0,0
2012-04-18 02:49:00,0,0,0,0,0
2012-04-18 02:50:00,0,0,0,0,0
2012-04-18 02:51:00,0,0,0,0,0
2012-04-18 02:52:00,0,0,0,0,0
2012-04-18 02:53:00,0,0,0,0,0
2012-04-18 02:54:00,0,0,0,0,0
2012-04-18 02:55:00,0,0,0,0,0
2012-04-18 02:56:00,0,0,0,0,0
2012-04-18 02:57:00,0,0,0,0,0
2012-04-18 02:58:00,0,0,0,0,0
2012-04-18 02:59:00,0,0,0,0,0
2012-04-18 03:00:00,0,0,0,0,0
2012-04-18 03:01:00,0,0,0,0,0
2012-04-18 03:02:00,0,0,0,0,0
2012-04-18 03:03:00,0,0,0,0,0
2012-04-18 03:04:00,0,0,0,0,0
2012-04-18 03:05:00,0,0,0,0,0
2012-04-18 03:06:00,0,0,0,0,0
2012-04-18 03:07:00,0,0,0,0,0
2012-04-18 03:08:00,0,0,0,0,0
2012-04-18 03:09:00,0,0,0,0,0
2012-04-18 03:10:00,0,0,0,0,0
2012-04-18 03:11:00,0,0,0,0,0
2012-04-18 03:12:00,0,0,0,0,0
2012-04-18 03:13:00,0,0,0,0,0
2012-04-18 03:14:00,0,0,0,0,0
2012-04-18 03:15:00,0,0,0,0,0
2012-04-18 03:16:00,315,923,623,3,315
2012-04-18 03:17:00,0,0,0,0,0
2012-04-18 03:18:00,0,0,0,0,0
2012-04-18 03:19:00,0,0,0,0,0
2012-04-18 03:20:00,0,0,0,0,0
2012-04-18 03:21:00,0,0,0,0,0
2012-04-18 03:22:00,0,0,0,0,0
2012-04-18 03:23:00,243,568,243,2,243
2012-04-18 03:24:00,0,0,0,0,0
2012-04-18 03:25:00,0,0,0,0,0
2012-04-18 03:26:00,0,0,0,0,0
2012-04-18 03:27:00,0,0,0,0,0
2012-04-18 03:28:00,0,0,0,0,0
2012-04-18 03:29:00,0,0,0,0,0
2012-04-18 03:30:00,0,0,0,0,0
2012-04-18 03:31:00,0,0,0,0,0
2012-04-18 03:32:00,0,0,0,0,0
2012-04-18 03:33:00,261,719,922,1,261
2012-04-18 03:34:00,0,0,0,0,0
2012-04-18 03:35:00,0,0,0,0,0
2012-04-18 03:36:00,0,0,0,0,0
2012-04-18 03:37:00,0,0,0,0,0
2012-04-18 03:38:00,0,0,0,0,0
2012-04-18 03:39:00,0,0,0,0,0
2012-04-18 03:40:00,0,0,0,0,0
2012-04-18 03:41:00,0,0,0,0,0
2012-04-18 03:42:00,0,0,0,0,0
2012-04-18 03:43:00,0,0,0,0,0
2012-04-18 03:44:00,0,0,0,0,0
2012-04-18 03:45:00,0,0,0,0,0
2012-04-18 03:46:00,0,0,0,0,0
2012-04-18 03:47:00,110,496,450,1,110
2012-04-18 03:48:00,267,501,186,3,267
2012-04-18 03:49:00,212,659,392,2,212
2012-04-18 03:50:00,0,0,0,0,0
2012-04-18 03:51:00,0,0,0,0,0
2012-04-18 03:52:00,0,168,0,0,0
2012-04-18 03:53:00,0,120,3,0,0
2012-04-18 03:54:00,0,0,0,0,0
2012-04-18 03:55:00,0,0,0,0,0
2012-04-18 03:56:00,0,0,0,0,0
2012-04-18 03:57:00,0,0,0,0,0
2012-04-18 03:58:00,0,0,0,0,0
2012-04-18 03:59:00,17,388,73,1,17
2012-04-18 04:00:00,0,0,0,0,0
2012-04-18 04:01:00,0,0,0,0,0
2012-04-18 04:02:00,0,0,0,0,0
2012-04-18 04:03:00,0,0,0,0,0
2012-04-18 04:04:00,0,0,0,0,0
2012-04-18 04:05:00,0,0,0,0,0
2012-04-18 04:06:00,0,0,0,0,0
2012-04-18 04:07:00,0,0,0,0,0
2012-04-18 04:08:00,0,0,0,0,0
2012-04-18 04:09:00,378,583,680,3,378
2012-04-18 04:10:00,0,0,0,0,0
2012-04-18 04:11:00,0,0,0,0,0
2012-04-18 04:12:00,0,0,0,0,0
2012-04-18 04:13:00,0,0,0,0,0
2012-04-18 04:14:00,0,0,0,0,0
2012-04-18 04:15:00,0,0,0,0,0
2012-04-18 04:16:00,0,0,0,0,0
2012-04-18 04:17:00,0,0,0,0,0
2012-04-18 04:18:00,0,0,0,0,0
2012-04-18 04:19:00,0,0,0,0,0
2012-04-18 04:20:00,0,0,0,0,0
2012-04-18 04:21:00,0,0,0,0,0
2012-04-18 04:22:00,0,0,0,0,0
2012-04-18 04:23:00,0,0,0,0,0
2012-04-18 04:24:00,0,0,0,0,0
2012-04-18 04:25:00,0,0,0,0,0
2012-04-18 04:26:00,0,0,0,0,0
2012-04-18 04:27:00,0,0,0,0,0
2012-04-18 04:28:00,0,0,0,0,0
2012-04-18 04:29:00,0,0,0,0,0
2012-04-18 04:30:00,0,0,0,0,0
2012-04-18 04:31:00,0,0,0,0,0
2012-04-18 04:32:00,0,0,0,0,0
2012-04-18 04:33:00,0,0,0,0,0
2012-04-18 04:34:00,0,0,0,0,0
2012-04-18 04:35:00,0,0,0,0,0
2012-04-18 04:36:00,0,0,0,0,0
2012-04-18 04:37:00,0,0,0,0,0
2012-04-18 04:38:00,0,0,0,0,0
2012-04-18 04:39:00,0,0,0,0,0
2012-04-18 04:40:00,0,0,0,0,0
2012-04-18 04:41:00,0,0,0,0,0
2012-04-18 04:42:00,0,0,0,0,0
2012-04-18 04:43:00,0,0,0,0,0
2012-04-18 04:44:00,0,0,0,0,0
2012-04-18 04:45:00,0,0,0,0,0
2012-04-18 04:46:00,0,0,0,0,0
2012-04-18 04:47:00,0,0,0,0,0
2012-04-18 04:48:00,0,0,0,0,0
2012-04-18 04:49:00,0,0,0,0,0
2012-04-18 04:50:00,0,0,0,0,0
2012-04-18 04:51:00,0,0,0,0,0
2012-04-18 04:52:00,262,897,870,2,262
2012-04-18 04:53:00,202,669,152,5,202
2012-04-18 04:54:00,616,1176,1130,4,616
2012-04-18 04:55:00,3781,6311,3533,22,3781
2012-04-18 04:56:00,69,5,27,2,69
2012-04-18 04:57:00,876,1183,954,5,876
2012-04-18 04:58:00,0,0,0,0,0
2012-04-18 04:59:00,0,0,0,0,0
2012-04-18 05:00:00,360,854,262,1,360
2012-04-18 05:01:00,0,0,0,0,0
2012-04-18 05:02:00,0,0,0,0,0
2012-04-18 05:03:00,0,0,0,0,0
2012-04-18 05:04:00,0,0,0,0,0
2012-04-18 05:05:00,0,0,0,0,0
2012-04-18 05:06:00,0,0,0,0,0
2012-04-18 05:07:00,0,0,0,0,0
2012-04-18 05:08:00,0,0,0,0,0
2012-04-18 05:09:00,0,0,0,0,0
2012-04-18 05:10:00,0,0,0,0,0
2012-04-18 05:11:00,0,0,0,0,0
2012-04-18 05:12:00,879,1403,1344,7,879
2012-04-18 05:13:00,0,0,0,0,0
2012-04-18 05:14:00,29,166,103,0,29
2012-04-18 05:15:00,0,5,6,0,0
2012-04-18 05:16:00,0,0,0,0,0
2012-04-18 05:17:00,0,0,0,0,0
2012-04-18 05:18:00,188,960,832,3,188
2012-04-18 05:19:00,0,0,0,0,0
2012-04-18 05:20:00,0,0,0,0,0
2012-04-18 05:21:00,0,0,0,0,0
2012-04-18 05:22:00,0,0,0,0,0
2012-04-18 05:23:00,580,559,617,6,580
2012-04-18 05:24:00,328,1019,729,2,328
2012-04-18 05:25:00,0,0,0,0,0
2012-04-18 05:26:00,0,0,0,0,0
2012-04-18 05:27:00,0,0,0,0,0
2012-04-18 05:28:00,0,0,0,0,0
2012-04-18 05:29:00,0,0,0,0,0
2012-04-18 05:30:00,0,0,0,0,0
2012-04-18 05:31:00,0,0,0,0,0
2012-04-18 05:32:00,93,531,664,2,93
2012-04-18 05:33:00,0,0,0,0,0
2012-04-18 05:34:00,0,0,0,0,0
2012-04-18 05:35:00,0,0,0,0,0
2012-04-18 05:36:00,0,0,0,0,0
2012-04-18 05:37:00,0,0,0,0,0
2012-04-18 05:38:00,0,0,0,0,0
2012-04-18 05:39:00,0,0,0,0,0
2012-04-18 05:40:00,0,0,0,0,0
2012-04-18 05:41:00,0,0,0,0,0
2012-04-18 05:42:00,0,0,0,0,0
2012-04-18 05:43:00,0,0,0,0,0
2012-04-18 05:44:00,0,0,0,0,0
2012-04-18 05:45:00,0,0,0,0,0
2012-04-18 05:46:00,0,0,0,0,0
2012-04-18 05:47:00,433,1412,1299,4,433
2012-04-18 05:48:00,0,0,0,0,0
2012-04-18 05:49:00,0,0,0,0,0
2012-04-18 05:50:00,0,0,0,0,0
2012-04-18 05:51:00,0,0,0,0,0
2012-04-18 05:52:00,0,0,0,0,0
2012-04-18 05:53:00,0,0,0,0,0
2012-04-18 05:54:00,0,0,0,0,0
2012-04-18 05:55:00,0,0,0,0,0
2012-04-18 05:56:00,0,0,0,0,0
2012-04-18 05:57:00,321,679,524,2,321
2012-04-18 05:58:00,0,0,0,0,0
2012-04-18 05:59:00,0,0,0,0,0
2012-04-18 06:00:00,167,593,327,1,167
2012-04-18 06:01:00,0,0,0,0,0
2012-04-18 06:02:00,0,0,0,0,0
2012-04-18 06:03:00,0,0,0,0,0
2012-04-18 06:04:00,0,0,0,0,0
2012-04-18 06:05:00,0,0,0,0,0
2012-04-18 06:06:00,0,0,0,0,0
2012-04-18 06:07:00,1823,1951,1235,9,1823
2012-04-18 06:08:00,0,0,0,0,0
2012-04-18 06:09:00,0,0,0,0,0
2012-04-18 06:10:00,0,0,0,0,0
2012-04-18 06:11:00,0,0,0,0,0
2012-04-18 06:12:00,0,0,0,0,0
2012-04-18 06:13:00,0,0,0,0,0
2012-04-18 06:14:00,94,85,70,1,94
2012-04-18 06:15:00,0,0,0,0,0
2012-04-18 06:16:00,0,0,0,0,0
2012-04-18 06:17:00,340,621,144,3,340
2012-04-18 06:18:00,0,0,0,0,0
2012-04-18 06:19:00,0,0,0,0,0
2012-04-18 06:20:00,1273,2341,1296,11,1273
2012-04-18 06:21:00,4159,4367,4886,20,4159
2012-04-18 06:22:00,2957,2891,2785,22,2957
2012-04-18 06:23:00,3626,2599,3737,34,3626
2012-04-18 06:24:00,3480,4473,3153,31,3480
2012-04-18 06:25:00,5228,4564,5174,40,5228
2012-04-18 06:26:00,1880,1667,1675,8,1880
2012-04-18 06:27:00,3858,4056,5082,34,3858
2012-04-18 06:28:00,1985,2217,3743,10,1985
2012-04-18 06:29:00,3550,3420,4172,26,3550
2012-04-18 06:30:00,2843,3283,6879,20,2843
2012-04-18 06:31:00,4513,3925,4689,22,4513
2012-04-18 06:32:00,3951,5454,5376,27,3951
2012-04-18 06:33:00,3506,4932,2434,19,3506
2012-04-18 06:34:00,1271,1417,1280,8,1271
2012-04-18 06:35:00,1278,1125,1928,9,1278
2012-04-18 06:36:00,4491,4023,4432,33,4491
2012-04-18 06:37:00,2120,2571,1436,31,2120
2012-04-18 06:38:00,3627,4774,4342,28,3627
2012-04-18 06:39:00,1155,1485,1308,10,1155
2012-04-18 06:40:00,632,866,2043,8,632
2012-04-18 06:41:00,24,128,580,0,24
2012-04-18 06:42:00,1994,3183,3203,20,1994
2012-04-18 06:43:00,153,172,1298,3,153
2012-04-18 06:44:00,4231,5161,5293,37,4231
2012-04-18 06:45:00,3921,4410,5753,33,3921
2012-04-18 06:46:00,5767,4580,5727,27,5767
2012-04-18 06:47:00,1238,2383,1427,9,1238
2012-04-18 06:48:00,570,648,1178,4,570
2012-04-18 06:49:00,2211,2070,2467,19,2211
2012-04-18 06:50:00,5389,4989,5097,43,5389
2012-04-18 06:51:00,6027,5997,4568,38,6027
2012-04-18 06:52:00,7182,8482,5643,42,7182
2012-04-18 06:53:00,6708,7454,4929,50,6708
2012-04-18 06:54:00,8411,5816,4946,48,8411
2012-04-18 06:55:00,3464,3485,4383,39,3464
2012-04-18 06:56:00,2506,2760,1851,48,2506
2012-04-18 06:57:00,826,983,509,7,826
2012-04-18 06:58:00,395,250,44,6,395
2012-04-18 06:59:00,2909,3374,3249,47,2909
2012-04-18 07:00:00,2406,2055,2122,36,2406
2012-04-18 07:01:00,2039,2398,2457,21,2039
2012-04-18 07:02:00,4029,2595,3496,63,4029
2012-04-18 07:03:00,1827,2198,1459,13,1827
2012-04-18 07:04:00,1683,1548,1881,21,1683
2012-04-18 07:05:00,3135,2602,2154,20,3135
2012-04-18 07:06:00,1733,3307,3835,13,1733
2012-04-18 07:07:00,1152,1510,1088,19,1152
2012-04-18 07:08:00,1726,2458,2050,30,1726
2012-04-18 07:09:00,3540,3593,3589,41,3540
2012-04-18 07:10:00,1637,1630,966,21,1637
2012-04-18 07:11:00,4977,3988,3836,33,4977
2012-04-18 07:12:00,3886,2531,3504,41,3886
2012-04-18 07:13:00,6823,5486,4183,41,6823
2012-04-18 07:14:00,4039,3233,3610,36,4039
2012-04-18 07:15:00,4237,3558,4494,41,4237
2012-04-18 07:16:00,2149,2162,2186,58,2149
2012-04-18 07:17:00,3464,2942,3181,48,3464
2012-04-18 07:18:00,2761,3918,3916,28,2761
2012-04-18 07:19:00,2062,1455,3239,12,2062
2012-04-18 07:20:00,901,699,1461,11,901
2012-04-18 07:21:00,1560,1022,2211,21,1560
2012-04-18 07:22:00,1411,1599,1704,11,1411
2012-04-18 07:23:00,3209,2367,2303,24,3209
2012-04-18 07:24:00,2197,2522,2896,17,2197
2012-04-18 07:25:00,2170,2413,3574,18,2170
2012-04-18 07:26:00,6306,4059,5617,38,6306
2012-04-18 07:27:00,5447,4459,3751,42,5447
2012-04-18 07:28:00,6682,5493,5187,56,6682
2012-04-18 07:29:00,3943,3670,4035,26,3943
2012-04-18 07:30:00,3590,4113,3549,36,3590
2012-04-18 07:31:00,1275,2305,2795,15,1275
2012-04-18 07:32:00,1950,2639,1731,20,1950
2012-04-18 07:33:00,2161,3953,2938,20,2161
2012-04-18 07:34:00,420,2074,1322,5,420
2012-04-18 07:35:00,509,1164,1127,4,509
2012-04-18 07:36:00,1124,2066,963,9,1124
2012-04-18 07:37:00,2679,3312,3698,15,2679
2012-04-18 07:38:00,88,241,157,1,88
2012-04-18 07:39:00,3446,3467,4516,16,3446
2012-04-18 07:40:00,4632,5159,5877,33,4632
2012-04-18 07:41:00,972,1695,1399,11,972
2012-04-18 07:42:00,495,1222,838,3,495
2012-04-18 07:43:00,4303,3824,3716,31,4303
2012-04-18 07:44:00,1359,1608,1207,16,1359
2012-04-18 07:45:00,2306,2061,2921,15,2306
2012-04-18 07:46:00,1452,2323,2217,15,1452
2012-04-18 07:47:00,976,1208,1226,8,976
2012-04-18 07:48:00,157,369,161,3,157
2012-04-18 07:49:00,64,275,176,3,64
2012-04-18 07:50:00,2044,2027,2519,20,2044
2012-04-18 07:51:00,1308,1220,2697,17,1308
2012-04-18 07:52:00,1443,2000,2159,14,1443
2012-04-18 07:53:00,2157,3496,3380,22,2157
2012-04-18 07:54:00,834,1650,1218,8,834
2012-04-18 07:55:00,1227,2724,2466,14,1227
2012-04-18 07:56:00,1117,2157,3132,14,1117
2012-04-18 07:57:00,1171,2779,3866,18,1171
2012-04-18 07:58:00,1599,2589,3576,17,1599
